s t k edges
69 40 1 69-46,46-47,47-98,98-54,54-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40
69 40 2 69-68,68-86,86-62,62-61,61-67,67-65,65-106,106-107,107-108,108-109,109-82,82-79,79-24,24-21,21-0,0-6,6-58,58-16,16-32,32-20,20-31,31-38,38-37,37-40
103 95 0 103-11,11-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95
103 95 1 103-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-95
103 95 2 103-102,102-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95
73 45 0 73-70,70-71,71-44,44-45
73 45 1 73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-99,99-69,69-46,46-47,47-98,98-45
73 45 2 73-17,17-48,48-41,41-84,84-112,112-44,44-45
59 14 0 59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14
59 14 1 59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14
59 14 2 59-100,100-10,10-13,13-12,12-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14
93 106 0 93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106
93 106 1 93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106
93 106 2 93-30,30-29,29-25,25-94,94-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106
45 47 0 45-98,98-47
45 47 1 45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-99,99-69,69-46,46-47
45 47 2 45-98,98-54,54-113,113-66,66-99,99-69,69-46,46-47
49 52 0 49-50,50-51,51-88,88-52
49 52 1 49-56,56-89,89-55,55-53,53-15,15-9,9-14,14-8,8-7,7-52
49 52 2 49-56,56-89,89-55,55-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52
31 108 0 31-20,20-32,32-16,16-58,58-6,6-0,0-21,21-24,24-79,79-82,82-109,109-108
31 108 1 31-38,38-37,37-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106,106-107,107-108
31 108 2 31-38,38-37,37-40,40-105,105-58,58-6,6-0,0-21,21-24,24-79,79-82,82-109,109-108
35 105 0 35-36,36-33,33-34,34-39,39-40,40-105
35 105 1 35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105
35 105 2 35-36,36-33,33-34,34-39,39-40,40-37,37-38,38-31,31-20,20-32,32-16,16-58,58-105
92 78 0 92-95,95-97,97-96,96-22,22-78
92 78 1 92-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78
92 78 2 92-25,25-95,95-97,97-96,96-22,22-78
96 9 0 96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9
96 9 1 96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9
96 9 2 96-97,97-95,95-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9
25 3 0 25-94,94-90,90-2,2-3
25 3 1 25-29,29-30,30-93,93-4,4-3
25 3 2 25-95,95-97,97-96,96-91,91-94,94-90,90-2,2-3
82 52 0 82-79,79-24,24-23,23-19,19-22,22-96,96-91,91-5,5-83,83-52
82 52 1 82-109,109-108,108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52
82 52 2 82-109,109-110,110-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52
45 64 0 45-98,98-54,54-113,113-66,66-99,99-67,67-65,65-106,106-63,63-64
45 64 1 45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-103,103-1,1-64
45 64 2 45-98,98-47,47-46,46-69,69-99,99-67,67-65,65-106,106-63,63-64
102 51 0 102-101,101-67,67-99,99-66,66-113,113-53,53-55,55-89,89-56,56-49,49-50,50-51
102 51 1 102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-88,88-51
102 51 2 102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-88,88-51
1 58 0 1-103,103-102,102-100,100-59,59-58
1 58 1 1-64,64-63,63-106,106-107,107-108,108-109,109-82,82-79,79-24,24-21,21-0,0-6,6-58
1 58 2 1-103,103-11,11-100,100-59,59-58
21 55 0 21-0,0-6,6-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-55
21 55 1 21-24,24-23,23-19,19-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49,49-56,56-89,89-55
21 55 2 21-24,24-79,79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-53,53-55
97 18 0 97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18
97 18 1 97-95,95-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-18
97 18 2 97-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-18
78 56 0 78-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49,49-56
78 56 1 78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-55,55-89,89-56
78 56 2 78-22,22-96,96-97,97-95,95-25,25-94,94-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49,49-56
93 69 0 93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-69
93 69 1 93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-47,47-46,46-69
93 69 2 93-30,30-29,29-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-69
7 4 0 7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4
7 4 1 7-8,8-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93,93-4
7 4 2 7-52,52-83,83-5,5-91,91-94,94-25,25-29,29-30,30-93,93-4
11 65 0 11-100,100-102,102-101,101-67,67-65
11 65 1 11-103,103-1,1-64,64-63,63-106,106-65
11 65 2 11-103,103-102,102-101,101-67,67-65
72 113 0 72-17,17-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113
72 113 1 72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-99,99-66,66-113
72 113 2 72-18,18-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113
54 33 0 54-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33
54 33 1 54-98,98-47,47-46,46-69,69-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33
54 33 2 54-98,98-47,47-46,46-69,69-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33
58 44 0 58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44
58 44 1 58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44
58 44 2 58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-54,54-98,98-45,45-44
44 15 0 44-45,45-98,98-54,54-113,113-53,53-15
44 15 1 44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15
44 15 2 44-45,45-98,98-47,47-46,46-69,69-99,99-66,66-113,113-53,53-15
105 15 0 105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15
105 15 1 105-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15
105 15 2 105-58,58-59,59-100,100-10,10-13,13-12,12-101,101-67,67-99,99-66,66-113,113-53,53-15
34 21 0 34-39,39-40,40-105,105-58,58-6,6-0,0-21
34 21 1 34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96,96-22,22-19,19-23,23-24,24-21
34 21 2 34-39,39-40,40-37,37-38,38-31,31-20,20-32,32-16,16-58,58-6,6-0,0-21
0 109 0 0-21,21-24,24-79,79-82,82-109
0 109 1 0-6,6-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106,106-107,107-108,108-109
0 109 2 0-21,21-24,24-23,23-19,19-22,22-78,78-60,60-57,57-87,87-110,110-109
20 96 0 20-32,32-16,16-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96
20 96 1 20-31,31-38,38-37,37-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96
20 96 2 20-31,31-38,38-37,37-40,40-105,105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96
77 81 0 77-61,61-67,67-65,65-106,106-104,104-80,80-81
77 81 1 77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-101,101-102,102-103,103-1,1-64,64-63,63-106,106-107,107-108,108-109,109-110,110-87,87-81
77 81 2 77-61,61-67,67-65,65-106,106-107,107-108,108-109,109-110,110-87,87-81
24 99 0 24-79,79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-99
24 99 1 24-21,21-0,0-6,6-58,58-59,59-100,100-102,102-101,101-67,67-61,61-62,62-86,86-68,68-69,69-99
24 99 2 24-23,23-19,19-22,22-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99
6 87 0 6-0,0-21,21-24,24-79,79-82,82-109,109-110,110-87
6 87 1 6-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106,106-104,104-80,80-81,81-87
6 87 2 6-0,0-21,21-24,24-23,23-19,19-22,22-78,78-60,60-57,57-87
10 26 0 10-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-26
10 26 1 10-13,13-12,12-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-28,28-27,27-26
10 26 2 10-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-94,94-25,25-26
67 71 0 67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-71
67 71 1 67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71
67 71 2 67-99,99-66,66-113,113-54,54-98,98-45,45-44,44-71
30 89 0 30-93,93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49,49-56,56-89
30 89 1 30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-55,55-89
30 89 2 30-29,29-25,25-94,94-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49,49-56,56-89
87 24 0 87-110,110-109,109-82,82-79,79-24
87 24 1 87-57,57-60,60-78,78-22,22-19,19-23,23-24
87 24 2 87-81,81-80,80-104,104-106,106-65,65-67,67-101,101-102,102-100,100-59,59-58,58-6,6-0,0-21,21-24
0 28 0 0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-28
0 28 1 0-6,6-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-26,26-27,27-28
0 28 2 0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-94,94-25,25-28
77 34 0 77-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34
77 34 1 77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34
77 34 2 77-61,61-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34
63 19 0 63-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-19
63 19 1 63-64,64-1,1-103,103-102,102-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19
63 19 2 63-106,106-107,107-108,108-109,109-82,82-79,79-24,24-23,23-19
33 68 0 33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-69,69-68
33 68 1 33-34,34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-61,61-62,62-86,86-68
33 68 2 33-34,34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-99,99-69,69-68
53 9 0 53-15,15-9
53 9 1 53-55,55-89,89-56,56-49,49-50,50-51,51-88,88-52,52-7,7-8,8-14,14-9
53 9 2 53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9
110 90 0 110-87,87-57,57-60,60-78,78-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93,93-4,4-3,3-2,2-90
110 90 1 110-109,109-108,108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90
110 90 2 110-87,87-57,57-60,60-78,78-22,22-96,96-91,91-94,94-90
57 78 0 57-60,60-78
57 78 1 57-87,87-110,110-109,109-82,82-79,79-24,24-23,23-19,19-22,22-78
57 78 2 57-87,87-81,81-80,80-111,111-110,110-109,109-82,82-79,79-24,24-23,23-19,19-22,22-78
39 106 0 39-40,40-105,105-58,58-59,59-100,100-102,102-103,103-1,1-64,64-63,63-106
39 106 1 39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106
39 106 2 39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106
80 89 0 80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-55,55-89
80 89 1 80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49,49-56,56-89
80 89 2 80-111,111-110,110-109,109-108,108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-53,53-55,55-89
43 111 0 43-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-111
43 111 1 43-42,42-84,84-41,41-48,48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-103,103-1,1-64,64-63,63-106,106-107,107-108,108-109,109-110,110-111
43 111 2 43-44,44-45,45-98,98-47,47-46,46-69,69-99,99-67,67-65,65-106,106-104,104-80,80-111
100 20 0 100-59,59-58,58-16,16-32,32-20
100 20 1 100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-37,37-38,38-31,31-20
100 20 2 100-59,59-58,58-105,105-40,40-37,37-38,38-31,31-20
63 96 0 63-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96
63 96 1 63-64,64-1,1-103,103-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96
63 96 2 63-106,106-107,107-108,108-109,109-82,82-79,79-24,24-23,23-19,19-22,22-96
29 48 0 29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18,18-48
29 48 1 29-30,30-93,93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-112,112-84,84-41,41-48
29 48 2 29-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-112,112-84,84-41,41-48
33 53 0 33-36,36-35,35-14,14-9,9-15,15-53
33 53 1 33-34,34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53
33 53 2 33-36,36-35,35-14,14-8,8-7,7-52,52-88,88-51,51-50,50-49,49-56,56-89,89-55,55-53
90 14 0 90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14
90 14 1 90-2,2-3,3-4,4-93,93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14
90 14 2 90-94,94-25,25-95,95-97,97-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14
19 6 0 19-23,23-24,24-21,21-0,0-6
19 6 1 19-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-101,101-102,102-100,100-59,59-58,58-6
19 6 2 19-22,22-78,78-60,60-57,57-87,87-110,110-109,109-82,82-79,79-24,24-21,21-0,0-6
5 39 0 5-83,83-52,52-7,7-8,8-14,14-35,35-36,36-33,33-34,34-39
5 39 1 5-91,91-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-105,105-40,40-39
5 39 2 5-91,91-94,94-25,25-95,95-97,97-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-105,105-40,40-39
9 60 0 9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96,96-22,22-78,78-60
9 60 1 9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60
9 60 2 9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-95,95-97,97-96,96-22,22-78,78-60
66 55 0 66-113,113-53,53-55
66 55 1 66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49,49-56,56-89,89-55
66 55 2 66-99,99-69,69-46,46-47,47-98,98-54,54-113,113-53,53-55
86 50 0 86-68,68-69,69-99,99-66,66-113,113-53,53-55,55-89,89-56,56-49,49-50
86 50 1 86-62,62-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51,51-50
86 50 2 86-62,62-61,61-67,67-99,99-66,66-113,113-53,53-55,55-89,89-56,56-49,49-50
52 70 0 52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70
52 70 1 52-83,83-5,5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70
52 70 2 52-88,88-51,51-50,50-49,49-56,56-89,89-55,55-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70
56 1 0 56-89,89-55,55-53,53-113,113-66,66-99,99-67,67-101,101-102,102-103,103-1
56 1 1 56-49,49-50,50-51,51-88,88-52,52-83,83-5,5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-63,63-64,64-1
56 1 2 56-89,89-55,55-53,53-113,113-66,66-99,99-67,67-65,65-106,106-63,63-64,64-1
113 112 0 113-54,54-98,98-45,45-44,44-112
113 112 1 113-66,66-99,99-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18,18-48,48-41,41-84,84-112
113 112 2 113-54,54-98,98-45,45-44,44-43,43-42,42-84,84-112
42 60 0 42-43,43-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96,96-22,22-78,78-60
42 60 1 42-84,84-41,41-48,48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60
42 60 2 42-43,43-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60
5 72 0 5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-18,18-72
5 72 1 5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72
5 72 2 5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-17,17-72
62 59 0 62-61,61-67,67-101,101-102,102-100,100-59
62 59 1 62-86,86-68,68-69,69-99,99-67,67-65,65-106,106-107,107-108,108-109,109-82,82-79,79-24,24-21,21-0,0-6,6-58,58-59
62 59 2 62-61,61-67,67-101,101-12,12-13,13-10,10-100,100-59
109 4 0 109-82,82-79,79-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93,93-4
109 4 1 109-108,108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4
109 4 2 109-82,82-79,79-24,24-23,23-19,19-22,22-96,96-91,91-94,94-90,90-2,2-3,3-4
38 0 0 38-37,37-40,40-105,105-58,58-6,6-0
38 0 1 38-31,31-20,20-32,32-16,16-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106,106-107,107-108,108-109,109-82,82-79,79-24,24-21,21-0
38 0 2 38-31,31-20,20-32,32-16,16-58,58-6,6-0
4 112 0 4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-112
4 112 1 4-93,93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18,18-48,48-41,41-84,84-112
4 112 2 4-93,93-30,30-29,29-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-112
81 104 0 81-80,80-104
81 104 1 81-87,87-110,110-109,109-108,108-107,107-106,106-104
81 104 2 81-87,87-110,110-111,111-80,80-104
99 50 0 99-66,66-113,113-53,53-55,55-89,89-56,56-49,49-50
99 50 1 99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51,51-50
99 50 2 99-69,69-46,46-47,47-98,98-54,54-113,113-53,53-55,55-89,89-56,56-49,49-50
65 102 0 65-67,67-101,101-102
65 102 1 65-106,106-63,63-64,64-1,1-103,103-102
65 102 2 65-67,67-101,101-12,12-13,13-10,10-100,100-102
28 110 0 28-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-110
28 110 1 28-27,27-26,26-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-107,107-108,108-109,109-110
28 110 2 28-25,25-94,94-91,91-96,96-22,22-78,78-60,60-57,57-87,87-110
85 107 0 85-76,76-77,77-61,61-67,67-65,65-106,106-107
85 107 1 85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-6,6-0,0-21,21-24,24-79,79-82,82-109,109-108,108-107
85 107 2 85-76,76-77,77-61,61-62,62-86,86-68,68-69,69-99,99-67,67-65,65-106,106-107
32 105 0 32-16,16-58,58-105
32 105 1 32-20,20-31,31-38,38-37,37-40,40-105
32 105 2 32-16,16-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105
14 41 0 14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-112,112-84,84-41
14 41 1 14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18,18-48,48-41
14 41 2 14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-43,43-42,42-84,84-41
71 72 0 71-70,70-73,73-18,18-72
71 72 1 71-44,44-112,112-84,84-41,41-48,48-17,17-72
71 72 2 71-70,70-73,73-17,17-72
18 84 0 18-48,48-41,41-84
18 84 1 18-73,73-70,70-71,71-44,44-112,112-84
18 84 2 18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-43,43-42,42-84
75 13 0 75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-12,12-13
75 13 1 75-72,72-17,17-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-65,65-106,106-63,63-64,64-1,1-103,103-102,102-100,100-10,10-13
75 13 2 75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-100,100-10,10-13
91 28 0 91-94,94-25,25-28
91 28 1 91-96,96-97,97-95,95-25,25-26,26-27,27-28
91 28 2 91-96,96-97,97-95,95-25,25-28
4 7 0 4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7
4 7 1 4-93,93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7
4 7 2 4-93,93-30,30-29,29-25,25-94,94-91,91-5,5-83,83-52,52-7
106 6 0 106-65,65-67,67-101,101-102,102-100,100-59,59-58,58-6
106 6 1 106-107,107-108,108-109,109-82,82-79,79-24,24-21,21-0,0-6
106 6 2 106-63,63-64,64-1,1-103,103-11,11-100,100-59,59-58,58-6
65 23 0 65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-19,19-23
65 23 1 65-67,67-101,101-102,102-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23
65 23 2 65-106,106-107,107-108,108-109,109-82,82-79,79-24,24-23
51 36 0 51-88,88-52,52-7,7-8,8-14,14-35,35-36
51 36 1 51-50,50-49,49-56,56-89,89-55,55-53,53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36
51 36 2 51-50,50-49,49-56,56-89,89-55,55-53,53-15,15-9,9-14,14-35,35-36
37 89 0 37-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-88,88-51,51-50,50-49,49-56,56-89
